"Emotion","Exp_ID","IMDFblankISI_jitter","NT_ID","Object","Scene","Set_ID","TBF_ID","TBR_ID","TNTfixation_jitter","T_ID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color","color_backend","compensation","condition","coordinates","correct","correct_TNT_fMRI_instruct","correct_TNT_fMRI_intrusionrating_response","correct_refresher_instruct","correct_standby","count_BREAK","count_CHANGELOG","count_IMDF_fMRI_NULL","count_IMDF_fMRI_blankISI","count_IMDF_fMRI_blockloop","count_IMDF_fMRI_blockloop_practice","count_IMDF_fMRI_fixation","count_IMDF_fMRI_instruct","count_IMDF_fMRI_jitterblankISIscript","count_IMDF_fMRI_scene","count_IMDF_fMRI_sceneobject","count_IMDF_fMRI_trialsequence","count_IMDF_fMRI_trialsequence_practice","count_IMDF_instruct","count_IMDF_practice_instruct","count_Questions_for_CVS","count_TNTF_fMRI","count_TNTF_fMRI_blocksequence","count_TNTF_fMRI_jitteredfixationscript","count_TNT_fMRI_NULL","count_TNT_fMRI_blockloop","count_TNT_fMRI_cue","count_TNT_fMRI_instruct","count_TNT_fMRI_intrusionrating","count_TNT_fMRI_intrusionrating_response","count_TNT_fMRI_jitteredfixation","count_TNT_fMRI_trialsequence","count_add_timeremaining","count_blank_before_t_presses","count_calculate_time_remaining","count_define_constants","count_determine_end_run","count_determine_instruction","count_experiment","count_fixation","count_logger","count_new_logger","count_pair","count_pulse","count_refresher_block_loop","count_refresher_instruct","count_refresher_trial_sequence","count_scaling_factors","count_standby","count_todo_new","count_wait","count_wait_pulse","datetime","description","disable_garbage_collection","empty_column","end_x_fixationline","end_y_fixationline","exp_ID","experiment_file","experiment_path","filler","filler_type","fixationdimension","fixationwidth","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction_msg","keyboard_backend","live_row","live_row_TNTF_fMRI","live_row_TNT_fMRI_blockloop","logfile","main_run","mouse_backend","neg_ID","neu_ID","null_ID","opensesame_codename","opensesame_version","order","pair_ID","pp_ID","psychopy_screen","psychopy_waitblanking","remember_condition","repeat_cycle","repetition","response","response_BREAK","response_IMDF_instruct","response_IMDF_practice_instruct","response_TNT_fMRI_instruct","response_TNT_fMRI_intrusionrating_response","response_refresher_instruct","response_standby","response_time","response_time_BREAK","response_time_IMDF_instruct","response_time_IMDF_practice_instruct","response_time_TNT_fMRI_instruct","response_time_TNT_fMRI_intrusionrating_response","response_time_refresher_instruct","response_time_standby","round_decimals","run_ended","sampler_backend","scale_object_IMDF","scale_object_cue","scale_object_refesher","scale_scene_IMDF","scale_scene_refresher","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_x_fixationline","start_y_fixationline","subject_nr","subject_parity","think_condition","time_BREAK","time_CHANGELOG","time_IMDF_fMRI_NULL","time_IMDF_fMRI_blankISI","time_IMDF_fMRI_blockloop","time_IMDF_fMRI_blockloop_practice","time_IMDF_fMRI_fixation","time_IMDF_fMRI_instruct","time_IMDF_fMRI_jitterblankISIscript","time_IMDF_fMRI_scene","time_IMDF_fMRI_sceneobject","time_IMDF_fMRI_trialsequence","time_IMDF_fMRI_trialsequence_practice","time_IMDF_instruct","time_IMDF_practice_instruct","time_Questions_for_CVS","time_TNTF_fMRI","time_TNTF_fMRI_blocksequence","time_TNTF_fMRI_jitteredfixationscript","time_TNT_fMRI_NULL","time_TNT_fMRI_blockloop","time_TNT_fMRI_cue","time_TNT_fMRI_instruct","time_TNT_fMRI_intrusionrating","time_TNT_fMRI_intrusionrating_response","time_TNT_fMRI_jitteredfixation","time_TNT_fMRI_trialsequence","time_add_timeremaining","time_blank_before_t_presses","time_calculate_time_remaining","time_define_constants","time_determine_end_run","time_determine_instruction","time_experiment","time_fixation","time_logger","time_new_logger","time_pair","time_pulse","time_refresher_block_loop","time_refresher_instruct","time_refresher_trial_sequence","time_scaling_factors","time_standby","time_todo_new","time_wait","time_wait_pulse","timeout_keypress","timeremaining","title","total_correct","total_response_time","total_responses","trial_count","uniform_coordinates","width"
"None","TNT_scanner","NA","","","","2","NA","NA","2200","","undefined","undefined","3000.0716389913578","3000.0716389913578","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","95","17","0","77","0","95","95","95","95","26","NA","95","0","95","NA","0","0","95","NA","NA","98","0","0","NA","0","100","0","1","98","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","95","0","95","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","0","NA","NA","NA","455.0347249896731","3000.0716389913578","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","955637.3515299929","959847.1269769943","12946.29786600126","948450.2555340005","10599.490644002799","952456.256696998","952457.1544479986","956638.9625969896","955637.271132","963853.8200939947","NA","962850.1506869943","7071.771942995838","966865.6462630024","NA","1384.248722999473","7071.747333990061","966865.6727170019","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","3000","TNT_IMDF_fMRI","0","3000.0716389913578","1","96","yes","1024"
"neg","TNT_scanner","NA","57","pictureframe04.jpg","9433_people-disgust.jpg","3","NA","NA","2200","9999","undefined","undefined","3000.0575260055484","3000.0575260055484","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","96","17","0","78","0","96","96","96","96","26","NA","96","0","96","NA","0","0","96","NA","NA","99","0","0","NA","0","101","0","1","99","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","96","0","96","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","33","32","Lentiform Loewenfeld","3.3.9b1","NA","20","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0575260055484","NA","NA","NA","455.0347249896731","3000.0575260055484","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","967090.5468659912","959847.1269769943","12946.29786600126","971385.9640939918","10599.490644002799","975392.4741189985","975393.1919519964","968092.1018980007","967090.4667769937","963853.8200939947","NA","978393.6036599916","7071.771942995838","978393.6869070021","NA","1384.248722999473","7071.747333990061","978393.7041000027","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.05752600554842502","TNT_IMDF_fMRI","0","3000.0575260055484","1","97","yes","1024"
"neg","TNT_scanner","NA","61","wallet04.jpg","People_140_hsad.jpg","3","NA","NA","2600","9999","undefined","undefined","3000.1169919996755","3000.1169919996755","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","97","17","0","79","0","97","97","97","97","26","NA","97","0","97","NA","0","0","97","NA","NA","100","0","0","NA","0","102","0","1","100","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","97","0","97","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","37","36","Lentiform Loewenfeld","3.3.9b1","NA","24","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.1169919996755","NA","NA","NA","455.0347249896731","3000.1169919996755","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","978576.4445609966","959847.1269769943","12946.29786600126","983226.1847629998","10599.490644002799","987233.1524299952","987234.353228996","979578.4529579978","978576.3635869953","963853.8200939947","NA","990234.7251609899","7071.771942995838","990234.7994209995","NA","1384.248722999473","7071.747333990061","990234.8181599955","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.11699199967551976","TNT_IMDF_fMRI","0","3000.1169919996755","1","98","yes","1024"
"neg","TNT_scanner","NA","54","box01.jpg","2900.1_people_crying.jpg","3","NA","NA","2200","9999","undefined","undefined","3000.084708997747","3000.084708997747","black","yes","psycho","psycho","red","psycho","0","NT_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","98","17","0","80","0","98","98","98","98","26","NA","98","0","98","NA","0","0","98","NA","NA","101","0","0","NA","0","103","0","1","101","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","98","0","98","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","30","29","Lentiform Loewenfeld","3.3.9b1","NA","17","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.084708997747","NA","NA","NA","455.0347249896731","3000.084708997747","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","990421.4814890001","959847.1269769943","12946.29786600126","994671.5813310002","10599.490644002799","998693.367615997","998694.483416999","991423.3256509906","990421.3930120022","963853.8200939947","NA","1001694.8294100002","7071.771942995838","1001694.9075229932","NA","1384.248722999473","7071.747333990061","1001694.9273770006","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.08470899774692953","TNT_IMDF_fMRI","0","3000.084708997747","1","99","yes","1024"
"neu","TNT_scanner","NA","9999","pylon.jpg","neutral_065.jpg","3","NA","NA","2200","26","undefined","undefined","3000.0573419965804","3000.0573419965804","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","99","17","0","81","0","99","99","99","99","26","NA","99","0","99","NA","0","0","99","NA","NA","102","0","0","NA","0","104","0","1","102","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","99","0","99","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","50","9999","49","Lentiform Loewenfeld","3.3.9b1","NA","25","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0573419965804","NA","NA","NA","455.0347249896731","3000.0573419965804","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1001897.2900419903","959847.1269769943","12946.29786600126","1006163.9094099955","10599.490644002799","1010179.0222779964","1010179.6886999946","1002898.5963519954","1001897.1681139956","963853.8200939947","NA","1013179.9893559946","7071.771942995838","1013180.070656992","NA","1384.248722999473","7071.747333990061","1013180.0900200033","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.05734199658036232","TNT_IMDF_fMRI","0","3000.0573419965804","1","100","yes","1024"
"None","TNT_scanner","NA","","","","3","NA","NA","2200","","undefined","undefined","3000.0573419965804","3000.0573419965804","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","100","18","0","81","0","100","100","100","100","27","NA","100","0","100","NA","0","0","100","NA","NA","103","0","0","NA","0","105","0","1","103","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","100","0","100","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","0","NA","NA","NA","455.0347249896731","3000.0573419965804","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1013363.6596619908","1017573.6218620004","12946.29786600126","1006163.9094099955","10599.490644002799","1010179.0222779964","1010179.6886999946","1014365.8047240024","1013363.5805410013","1021577.4909369939","NA","1020574.171536995","7071.771942995838","1024578.4977000003","NA","1384.248722999473","7071.747333990061","1024578.5271019995","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","3000","TNT_IMDF_fMRI","0","3000.0573419965804","1","101","yes","1024"
"neg","TNT_scanner","NA","53","calculator01.jpg","6520_people_fear.jpg","3","NA","NA","1800","9999","undefined","undefined","3000.040077007725","3000.040077007725","black","yes","psycho","psycho","green","psycho","0","T_neg","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","101","18","0","82","0","101","101","101","101","27","NA","101","0","101","NA","0","0","101","NA","NA","104","0","0","NA","0","106","0","1","104","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","101","0","101","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","9999","29","28","Lentiform Loewenfeld","3.3.9b1","NA","16","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.040077007725","NA","NA","NA","455.0347249896731","3000.040077007725","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1024762.2762669926","1017573.6218620004","12946.29786600126","1028610.5584629986","10599.490644002799","1031660.0773919927","1031660.5166639929","1025764.2277970008","1024762.1922239923","1021577.4909369939","NA","1034660.786523993","7071.771942995838","1034660.8548319928","NA","1384.248722999473","7071.747333990061","1034660.8715030015","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.040077007724903524","TNT_IMDF_fMRI","0","3000.040077007725","1","102","yes","1024"
"neu","TNT_scanner","NA","9999","lifejacket.jpg","neutral_247.jpg","3","NA","NA","1400","36","undefined","undefined","3000.03123699571","3000.03123699571","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","102","18","0","83","0","102","102","102","102","27","NA","102","0","102","NA","0","0","102","NA","NA","105","0","0","NA","0","107","0","1","105","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","102","0","102","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","60","9999","59","Lentiform Loewenfeld","3.3.9b1","NA","35","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.03123699571","NA","NA","NA","455.0347249896731","3000.03123699571","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1034890.9482089948","1017573.6218620004","12946.29786600126","1036369.5373959927","10599.490644002799","1040377.8969150007","1040378.4324459994","1034909.6076239948","1034890.8735930017","1021577.4909369939","NA","1043378.7451099925","7071.771942995838","1043378.827929002","NA","1384.248722999473","7071.747333990061","1043378.849678993","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.03123699571006","TNT_IMDF_fMRI","0","3000.03123699571","1","103","yes","1024"
"None","TNT_scanner","NA","","","","3","NA","NA","2000","","undefined","undefined","3000.03123699571","3000.03123699571","black","yes","psycho","psycho","None","psycho","0","NULL","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","103","19","0","83","0","103","103","103","103","28","NA","103","0","103","NA","0","0","103","NA","NA","106","0","0","NA","0","108","0","1","106","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","103","0","103","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","","","9999","Lentiform Loewenfeld","3.3.9b1","NA","","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","0","NA","NA","NA","455.0347249896731","3000.03123699571","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1043632.4109330017","1047649.2306989967","12946.29786600126","1036369.5373959927","10599.490644002799","1040377.8969150007","1040378.4324459994","1044639.950716999","1043632.3336549976","1051655.020086997","NA","1050650.5988499993","7071.771942995838","1054659.2126609902","NA","1384.248722999473","7071.747333990061","1054659.2397079947","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","3000","TNT_IMDF_fMRI","0","3000.03123699571","1","104","yes","1024"
"neu","TNT_scanner","NA","9999","cup01.jpg","neutral_195.jpg","3","NA","NA","1400","35","undefined","undefined","3000.0155649904627","3000.0155649904627","black","yes","psycho","psycho","green","psycho","0","T_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","104","19","0","84","0","104","104","104","104","28","NA","104","0","104","NA","0","0","104","NA","NA","107","0","0","NA","0","109","0","1","107","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","104","0","104","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","59","9999","58","Lentiform Loewenfeld","3.3.9b1","NA","34","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.0155649904627","NA","NA","NA","455.0347249896731","3000.0155649904627","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1054837.9164910002","1047649.2306989967","12946.29786600126","1058286.4956330014","10599.490644002799","1062296.938814994","1062297.1906099992","1055839.6840749918","1054837.8370220016","1051655.020086997","NA","1065297.4647139926","7071.771942995838","1065297.5381019933","NA","1384.248722999473","7071.747333990061","1065297.5562119973","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.015564990462735295","TNT_IMDF_fMRI","0","3000.0155649904627","1","105","yes","1024"
"neu","TNT_scanner","NA","29","toothbrush03b.jpg","neutral_390.jpg","3","NA","NA","2200","9999","undefined","undefined","3000.11807799479","3000.11807799479","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","105","19","0","85","0","105","105","105","105","28","NA","105","0","105","NA","0","0","105","NA","NA","108","0","0","NA","0","110","0","1","108","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","105","0","105","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","29","9999","4","Lentiform Loewenfeld","3.3.9b1","NA","4","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.11807799479","NA","NA","NA","455.0347249896731","3000.11807799479","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1065591.961389","1047649.2306989967","12946.29786600126","1069923.30699999","10599.490644002799","1073927.8773739934","1073929.1516899974","1066632.671853993","1065591.871875993","1051655.020086997","NA","1076929.6887899982","7071.771942995838","1076929.7994689988","NA","1384.248722999473","7071.747333990061","1076929.8198049946","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.1180779947899282","TNT_IMDF_fMRI","0","3000.11807799479","1","106","yes","1024"
"neu","TNT_scanner","NA","31","negativefilm.jpg","neutral_192.jpg","3","NA","NA","2000","9999","undefined","undefined","3000.091897992883","3000.091897992883","black","yes","psycho","psycho","red","psycho","0","NT_neu","uniform","undefined","undefined","undefined","undefined","undefined","0","0","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","106","19","0","86","0","106","106","106","106","28","NA","106","0","106","NA","0","0","106","NA","NA","109","0","0","NA","0","111","0","1","109","ma 12 apr 2021 21:02:04 CEST","A template containing a practice and an experimental phase","yes","","30","30","TNT_scanner","TNTF_fMRI.osexp","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files","no","","60","4","no","mono","no","20","no","white","no","no","768","NA","psycho","106","0","106","/home/lotje/Documents/Research, teaching and programming/OpenSesame/Scripts/Others/Claudius Schroeder/TNTF2021/experimental files/quickrun.csv","first","psycho","31","9999","6","Lentiform Loewenfeld","3.3.9b1","NA","6","34","1","yes","NA","0","two","None","NA","NA","NA","t","None","t","space","3000.091897992883","NA","NA","NA","455.0347249896731","3000.091897992883","151.53183000802528","1795.5807340040337","2","no","psycho","0.5","0.2","0.2","1","0.6","1024","2","48000","-16","experiment","-30","-30","999","odd","NT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12945.84983799723","12946.26125099603","1077135.8992919996","1047649.2306989967","12946.29786600126","1081182.83157899","10599.490644002799","1085193.5807010015","1085207.1889579967","1078137.1973119967","1077135.8154519985","1051655.020086997","NA","1088207.5477129985","7071.771942995838","1088207.6269359968","NA","1384.248722999473","7071.747333990061","1088207.645507995","NA","NA","631410.2361409896","NA","1895.899772993289","NA","7071.784529995057","629595.5825569981","NA","2066.0837100003846","631410.0095710019","3000","-0.09189799288287759","TNT_IMDF_fMRI","0","3000.091897992883","1","107","yes","1024"
